Model,imagenet-1k,imagenet-9,imagenet-a,imagenet-c,imagenet-d,imagenet-hard,imagenet-mini,imagenet-r,imagenet-sketch,imagenet-v2,tiny-imagenet,normal_dataset,plastic_dataset,objectnet,PUG_ImageNet,Mean,Std
DINOv3-B-KNN,0.8630460637740204,0.8790619971199871,0.7011302081390782,0.9614038014483854,0.5823069844808976,0.8790504349574164,0.871083472264649,0.8431778653030026,0.8309369222598612,0.8252579103041845,0.828165976758113,0.81261720662129,0.8861549930092605,0.7517820220864975,0.849470397499043,0.8243097504017124,0.0896367770028827
DINOv2-S-KNN,0.8565098198898249,0.9428302858649039,0.777013658861656,0.9429597831371446,0.5851290206894487,0.8993453685333939,0.866435974082268,0.8470442681951541,0.8177316595946028,0.8348379675510869,0.8175663043633972,0.7916657744888536,0.7847108013318296,0.7624676965371482,0.8186497731542282,0.8229932104183296,0.0858535818603883
DINOv1-B-KNN,0.8581908398117651,0.924495193277526,0.6807686921646389,0.9251944784326721,0.6022843892859662,0.938077932527265,0.8608517150539312,0.8733670153621054,0.8645958994984789,0.8415098855675274,0.8181551120462096,0.7350813077101678,0.7852811829161427,0.7782291441599652,0.8339229927930886,0.8213337187071633,0.09314805148283
DINOv1-S-KNN,0.8627516776210259,0.9305351796154233,0.6406025818210576,0.9342956567566146,0.609873706564151,0.9222994023588802,0.8617553956613057,0.870542818459485,0.8593202945282611,0.8504807608582472,0.7886578943195099,0.7756108004239965,0.8001099508142734,0.7644766050804032,0.8343216684553215,0.8203756262225304,0.09536333726808602
Swin-L-KNN,0.8750528648483364,0.8875543460588311,0.7655964399303845,0.8803330528038023,0.5906804685552169,0.8574337680753177,0.8709696276682737,0.857806633306653,0.8486467066039267,0.8495190088588147,0.8097979018428139,0.8033194195984893,0.7865102106444279,0.7774106755397727,0.8310153941713283,0.8194431012337593,0.07432392656290215
Swin-L-IN1K-KNN,0.8750528648483364,0.8875543460588311,0.7655964399303845,0.8803330528038023,0.5906804685552169,0.8574337680753177,0.8709696276682737,0.857806633306653,0.8486467066039267,0.8495190088588147,0.8097979018428139,0.8033194195984893,0.7865102106444279,0.7774106755397727,0.8310153941713283,0.8194431012337593,0.07432392656290215
CLIP-B-KNN,0.8312673377720553,0.8908000744742236,0.767511232491586,0.8979526989651352,0.6192913034423254,0.8495317393778261,0.835840071661601,0.8387805921004575,0.8134461385715379,0.8132079311756595,0.8349830268961747,0.8206761765696957,0.8111346306896849,0.7988811011520079,0.8656081534965021,0.8192608139224316,0.06472003688707444
CLIP-B-IN1K-KNN,0.8575101628033917,0.8906818066506226,0.7390036804467696,0.8756730950484122,0.6198330125272837,0.8196956495912945,0.8536528937286533,0.8426606829641803,0.8325975156274563,0.8425440287693651,0.8290612914173561,0.8040274769191562,0.7933006048254782,0.7962610008745077,0.8457330645510688,0.8161490644496664,0.06573543763949292
DINOv3-S-KNN,0.857164053732558,0.952641776056838,0.6873580726479476,0.9650831288823271,0.5463990785208029,0.9304351788961912,0.86025505704112,0.8387251941866973,0.8099999204866837,0.8281942668966858,0.8194873378505197,0.7850828770369389,0.7585641757159243,0.761124156052141,0.8143155764397171,0.8143219900295394,0.10515925182711423
DINOv2-S-IN1K-KNN,0.8548972959233494,0.915249571955598,0.7527401050128323,0.9397534136576843,0.5449634254059041,0.851875396628483,0.8594696734143197,0.8465136427384828,0.8207581835071904,0.8338862430029025,0.8147620164844133,0.7832245873095145,0.7966307840344541,0.7622664322507018,0.8136925273402846,0.8127122199110743,0.08975073644382967
Swin-B-IN1K-KNN,0.8690685237722751,0.8802120735282575,0.7488616162311886,0.87241033784557,0.5957985215053763,0.8593223210962153,0.8674035083324259,0.860716429886183,0.8416088083240697,0.8497976296652039,0.8113316391329736,0.7571783425656684,0.7361737208206073,0.7796477666115744,0.8219808577841976,0.8101008064734523,0.07658976839875106
Swin-S-IN1K-KNN,0.8657697972244881,0.8872015240910931,0.7357710003083491,0.8708247484528197,0.5810249639249639,0.8450179148927941,0.8704987336840055,0.8506377467361959,0.836334068328819,0.8456651241220681,0.8136972854211664,0.7543683594135824,0.7473965520901892,0.7757863373908708,0.8236286519480145,0.8069081872019613,0.07903590292436449
Hiera_L-IN1K-KNN,0.8556054774726647,0.857778351766515,0.7573639278487581,0.8570686443224649,0.6294594165517213,0.7991167133520074,0.8453059801676307,0.8482984200688637,0.834643346819729,0.8346435069208267,0.794518819720665,0.7454625484429009,0.7222238833281707,0.7776867090020743,0.8467622582044815,0.8003958669326316,0.06497872636063085
Hiera_S-IN1K-KNN,0.8677882159569752,0.8674415187624922,0.714625784395069,0.8532439491644834,0.5672505191231261,0.8308589312614628,0.8707838253342346,0.8543715200619835,0.836777061632437,0.8446190443727359,0.7923494003014244,0.7584534909445275,0.730795284496331,0.7690526267033619,0.8067866078150001,0.7976798520217095,0.0815908266375925
Hiera_B-KNN,0.8623295229888055,0.8660449087251645,0.7335013768745835,0.8562068848350437,0.5740313119236704,0.840145688250244,0.8567253645696354,0.8550058215526763,0.8335840783054816,0.8439150342808812,0.7960879479816945,0.7401503233603849,0.7137410539315949,0.7742416160585318,0.8159353247612331,0.7974430838933084,0.08002624022483142
CLIP-L-IN1K-KNN,0.8506523109003135,0.8695914598388884,0.7456221093442963,0.86001471616573,0.6260401655334168,0.7526244124333692,0.841528501251237,0.8041295087551714,0.8112379071292237,0.8295525079209907,0.8098303088228513,0.773085024703094,0.7553704264267359,0.7654655500012018,0.8461460202819042,0.7960593953005616,0.06274502685081063
Swin-S-KNN,0.8611381737107229,0.8740320382829756,0.7188042401778851,0.8430737748141613,0.5487686233611442,0.8212896801922558,0.8556544560466391,0.8490351257245414,0.8369104401851499,0.8438965752866767,0.7937820560395152,0.7109258811732946,0.7177794045515158,0.7681515995592471,0.8155899340710451,0.7905888002117846,0.08647469560824475
Swin-B-KNN,0.8544207702944979,0.867772152149752,0.7171862609101287,0.8368657336780642,0.551820924503172,0.8150935751554946,0.8475401710673668,0.8437563944000656,0.8260012599297202,0.8429224497913279,0.7858746507475536,0.7188417704394422,0.6921801434564823,0.7704721449428624,0.8183192735269577,0.7859378449995258,0.08491099387994935
