Model,imagenet-1k,imagenet-9,imagenet-a,imagenet-c,imagenet-d,imagenet-hard,imagenet-mini,imagenet-r,imagenet-sketch,imagenet-v2,tiny-imagenet,normal_dataset,plastic_dataset,objectnet,PUG_ImageNet,Mean,Std
ViT-B-IN1K-KNN,0.03218866752341388,0.058894950852579904,0.2602478495092257,0.041966662885633756,0.2475425218336955,0.07287718318775975,0.045513118313252915,0.14843514576467376,0.11881438296484219,0.017593570799380537,0.05619826445803046,0.16535746678044747,0.1843183017734904,0.19548609866990818,0.16595749750245992,0.12075944552125296,0.08044639069582074
DINOv2-S-KNN,0.03231175815135241,0.07430770773049676,0.15374794687637597,0.07687976826798523,0.31047102963203244,0.14121412087320087,0.03529587222784758,0.11526349619850518,0.0986072047946073,0.02605890238434078,0.046748749481886655,0.14571688760160692,0.17522569516100187,0.22806241605729685,0.13329273673949785,0.11954695281186896,0.07879105921900181
ResNet-50-IN1K-KNN,0.039355939866006405,0.03776431841108901,0.26168647364418013,0.09173658443758206,0.24268152693434855,0.05470693194916396,0.052649451170861755,0.13587509139962495,0.11262320489671974,0.025942470814287674,0.13477898162566126,0.1351896443359909,0.13052664239490402,0.13817939788497816,0.08134209540533505,0.11166925034471557,0.06994242474994786
DINOv3-S-KNN,0.07434392998963595,0.07376118776066527,0.21774730775652362,0.12068980053216921,0.27299915801313823,0.09745503440092168,0.07417097290158274,0.04670170586705207,0.0369406262804566,0.03675834513381124,0.04405084855929017,0.1406830221924576,0.13960433614693218,0.164223770403905,0.10699764287807624,0.10980851258777452,0.06873484485321783
DINOv2-S-IN1K-KNN,0.06366222315028307,0.08245114723795358,0.15536202982947417,0.07627078469103261,0.28526712413626837,0.07987100876026358,0.058047338616848014,0.09572808981512983,0.06951847820071481,0.022504407269507646,0.06300478830412032,0.13014589605099036,0.1437228334631622,0.18611652552648295,0.127868677418014,0.10930275683134967,0.06534642940313522
CLIP-B-KNN,0.1296165825580805,0.11312059625523327,0.12613269337848632,0.14278322495193072,0.20444296078511823,0.0834645580805716,0.12149080403149129,0.04741975308234494,0.04291375900050613,0.054915604545176036,0.07237968062758446,0.13042312464455053,0.12765859611296063,0.08870872757451245,0.05229785719761751,0.10251790152174431,0.04474026780765259
ResNet-50-KNN,0.081488696218431,0.06765529797297477,0.22557081694996506,0.052037101341497756,0.19596652518168106,0.10837460829416641,0.013301228381693363,0.09344408281060558,0.07574379585977481,0.044776299018412825,0.07497011168487369,0.14066732978293048,0.11088960389453434,0.13079152260823257,0.08136369893622587,0.0998027145957333,0.05582399621386046
DINOv3-B-KNN,0.031938684062510776,0.12751149127765754,0.17842896259692037,0.08050456280165594,0.24594055809689283,0.14025871088772413,0.03607970865368839,0.052202174947535006,0.04436264966978864,0.06551510575450954,0.050677123162895445,0.12369038008064742,0.09303634019887119,0.144260753673988,0.07038621345020209,0.09898622795436582,0.06056756283118411
DINOv2-B-IN1K-KNN,0.03892297835364939,0.06509222713609536,0.07724064831914443,0.11069988585084832,0.2989054234546244,0.07966668165894482,0.045193841579556436,0.0715093341698249,0.06247348525548784,0.0271732294380665,0.03169539405852555,0.10933344376805634,0.13829422665320187,0.2154913945688143,0.10777778316544938,0.098631331828686,0.07352132368135313
CLIP-L-KNN,0.11973549859672786,0.11436368643179717,0.06338329149005598,0.17414321274245018,0.2379246805175261,0.052029980061565596,0.11009251850843424,0.08973760282459357,0.031358138882458995,0.05492830224409698,0.040217397042363885,0.07930449072404633,0.08235866058350773,0.07808692990944129,0.08050863461135556,0.0938782016780281,0.05366557430938365
DINOv3-L-KNN,0.015049780404418702,0.03570998719238024,0.07934313088807018,0.04743246619888667,0.28156029504512925,0.15306554859426075,0.016807996962964533,0.0267373212662836,0.06179538534766752,0.03860101809725164,0.04823966326937079,0.11083085382179844,0.10423531965209862,0.2535976316233112,0.04768945637651071,0.08804639031602686,0.08230488574670827
DINOv2-L-IN1K-KNN,0.03342834239259365,0.05221046427402784,0.05507905704599777,0.10902729591569302,0.27964926164793746,0.08583346940373462,0.04018719330430033,0.057370746844013505,0.05174510306063521,0.025093189357966214,0.02880463133901358,0.09005087106710387,0.11059731225605814,0.20384207271224808,0.08864277220067025,0.0874374521881329,0.06992287282901989
