Model,imagenet-1k,imagenet-9,imagenet-a,imagenet-c,imagenet-d,imagenet-hard,imagenet-mini,imagenet-r,imagenet-sketch,imagenet-v2,tiny-imagenet,normal_dataset,plastic_dataset,objectnet,PUG_ImageNet,Mean,Std
DINOv3-B-KNN,0.94002,0.7096913580246914,0.20982202596012312,0.9658501052631578,0.14767321613236814,0.6167577413479053,0.9448,0.5140666666666667,0.5954135471319931,0.7683,0.7232,0.4797619047619048,0.17039909921181035,0.1983417680628836,0.5690041662892854,0.5702067732568527,0.28490558525053367
Swin-B-KNN,0.93672,0.6925308641975308,0.30830991569650745,0.8656065263157895,0.30837642192347464,0.5628415300546448,0.941,0.4093,0.45306451295957867,0.8534,0.6317,0.32589285714285715,0.31515075691229827,0.3248627113168946,0.4942034236029345,0.561530634674834,0.2426667572572752
ViT-L-IN1K-KNN,0.92612,0.6620987654320988,0.27365181319416565,0.9036328421052632,0.31209927611168564,0.5508196721311476,0.9354,0.4402,0.54322152135039,0.8338,0.7425,0.2755952380952381,0.2968847741774052,0.2535264348013352,0.4223462548682185,0.5581264394844632,0.258132706480061
Swin-S-KNN,0.93702,0.6930864197530864,0.2873009500869798,0.8726783157894736,0.3296794208893485,0.5457194899817851,0.9436,0.3996,0.44933089665743087,0.8526,0.6395,0.30833333333333335,0.2981358688852746,0.32168622806073005,0.4779571596775654,0.5570818722076673,0.24750260357165726
ViT-B-IN1K-KNN,0.91814,0.657962962962963,0.2361835942727151,0.8222564210526315,0.30548086866597723,0.5529143897996357,0.9246,0.4026,0.4910098449566704,0.824,0.7108,0.24136904761904762,0.26648317277617917,0.221976957036718,0.3785209673036863,0.5302865484297482,0.26088579641452964
DINOv1-B-KNN,0.88974,0.749104938271605,0.18667201926936974,0.9195193684210526,0.2407445708376422,0.57632058287796,0.898,0.3679,0.39472184558549,0.7954,0.6839,0.21875,0.22081821593894657,0.2207925056530634,0.3733697128883253,0.5157169173162304,0.28240152566798304
CLIP-B-KNN,0.87546,0.6009876543209877,0.375886524822695,0.6638722105263158,0.23536711478800415,0.526775956284153,0.8836,0.5592,0.5190316178348956,0.7705,0.3993,0.19553571428571428,0.20380332791192293,0.302950360719285,0.40641699121456387,0.5012458315139025,0.22779926322151878
DINOv1-S-KNN,0.8743,0.7251543209876543,0.12712431419777867,0.8803648421052631,0.19751809720785937,0.5155737704918033,0.8788,0.33163333333333334,0.3406040598164633,0.7682,0.5994,0.1818452380952381,0.1851620167646691,0.19715731667922903,0.3283556743048637,0.47541286559894375,0.2875704756342308
ResNet-50-IN1K-KNN,0.89898,0.6562037037037037,0.07761273919443329,0.7341250526315789,0.21613236814891418,0.5127504553734062,0.9046,0.2856,0.35418263278901135,0.783,0.4247,0.1842261904761905,0.17552858751407482,0.2336061160762356,0.3454736889774477,0.45244810232566635,0.27776724979509165
ResNet-50-KNN,0.88864,0.6509567901234568,0.09594540345242875,0.6737715789473684,0.18386763185108584,0.4994535519125683,0.0852,0.3403333333333333,0.40152095737782234,0.7722,0.4326,0.17410714285714285,0.18828975353434255,0.15462474426617853,0.3397903269631374,0.39208674764125767,0.2572871447539846
