Model,imagenet-1k,imagenet-9,imagenet-a,imagenet-c,imagenet-d,imagenet-hard,imagenet-mini,imagenet-r,imagenet-sketch,imagenet-v2,tiny-imagenet,normal_dataset,plastic_dataset,objectnet,PUG_ImageNet,Mean,Std
DINOv2-S-KNN,0.76108,0.6390432098765432,0.3417636825906597,0.8284585263157894,0.14746639089968977,0.4544626593806922,0.769,0.393,0.40590304387981685,0.6412,0.5386,0.24732142857142858,0.20355310897034906,0.2263378916765371,0.3538402318630559,0.4634020116016374,0.22180338849156347
Swin-S-IN1K-KNN,0.8191,0.5958641975308642,0.22240064231232437,0.805412,0.1809720785935884,0.45910746812386155,0.826,0.3661,0.3865668415571145,0.6982,0.4636,0.1949404761904762,0.20367821844113598,0.2334445999784645,0.3809777194094738,0.4557576161424869,0.23892756234072016
Hiera_S-IN1K-KNN,0.83308,0.5838271604938272,0.18172086176903518,0.7520313684210527,0.1480868665977249,0.45428051001821496,0.8396,0.3538,0.37786162038947513,0.7171,0.4955,0.17648809523809525,0.185287126235456,0.22246150533003123,0.3794153609274522,0.4467026983613576,0.2478709701707026
Swin-B-KNN,0.83562,0.5613271604938271,0.1773049645390071,0.709750947368421,0.12450879007238883,0.44280510018214936,0.8486,0.3315,0.3248049676747431,0.7146,0.4721,0.2017857142857143,0.17377705492305767,0.22649940777430816,0.38071732632913685,0.4350467622428502,0.24746335794480434
DINOv2-S-IN1K-KNN,0.76286,0.589320987654321,0.2713769570453633,0.8249570526315789,0.12368148914167529,0.4245901639344262,0.7692,0.36946666666666667,0.39706026842736153,0.6369,0.4456,0.20684523809523808,0.18015763793319153,0.18434370625605687,0.3007313649125985,0.43247276884656516,0.23348806121187682
DINOv3-B-KNN,0.79214,0.5604629629629629,0.08965609527632812,0.9255126315789474,0.061840744570837644,0.5170309653916211,0.7958,0.3694,0.38568256401186896,0.5383,0.5198,0.2675595238095238,0.08157137495308395,0.10929255949176268,0.4081718141472693,0.4281480824129471,0.2755455627919222
Swin-S-KNN,0.8279,0.5625,0.15348588251037068,0.7191576842105263,0.13236814891416754,0.4237704918032787,0.8396,0.31953333333333334,0.3188704828155397,0.7044,0.4684,0.1836309523809524,0.16789690979607155,0.21460105523850545,0.35902545059324337,0.4263426927730659,0.24990002775982392
DINOv3-S-KNN,0.72574,0.6517901234567901,0.11601766358892011,0.8886096842105263,0.09120992761116856,0.4830601092896175,0.7422,0.4081666666666667,0.4146868674959225,0.591,0.4898,0.1550595238095238,0.14963092706117853,0.1790136750296113,0.2566456842677294,0.4228420568325103,0.2587481270697067
CLIP-L-KNN,0.74404,0.4749382716049383,0.32771310049511576,0.6413574736842105,0.06866597724922441,0.3889799635701275,0.7572,0.5553666666666667,0.41399909607184265,0.601,0.4036,0.1738095238095238,0.16389340673088953,0.23226014859480995,0.3758717507472149,0.42151302528163764,0.2101678708192555
ViT-L-IN1K-KNN,0.80464,0.5260185185185186,0.1395691154824033,0.7745585263157895,0.1296794208893485,0.33579234972677596,0.8132,0.3429,0.3728900155239836,0.6638,0.5766,0.15654761904761905,0.16889778556236706,0.15742435662754387,0.30863372882891044,0.4180767624348841,0.25570664894861383
ViT-B-IN1K-KNN,0.78408,0.5248456790123457,0.11842633480529907,0.6522252631578948,0.13671147880041365,0.36602914389799635,0.7942,0.30816666666666664,0.32765430643164534,0.6521,0.5601,0.13154761904761905,0.13636932315776304,0.12964358781091848,0.267729372339462,0.3926552516752016,0.2487216072049388
DINOv1-B-KNN,0.70202,0.6481172839506173,0.06864712966680048,0.8397587368421052,0.08190279214064115,0.5052823315118397,0.7236,0.25926666666666665,0.24580950696614198,0.5722,0.4693,0.0869047619047619,0.08845239584636556,0.10837730160439324,0.235938773661806,0.37570517871747583,0.27375440732177314
ResNet-50-IN1K-KNN,0.77518,0.5404938271604939,0.020741335474374414,0.6052656842105263,0.07362978283350569,0.43387978142076505,0.7864,0.21566666666666667,0.24221344494881017,0.6251,0.2707,0.09226190476190477,0.08620042537220067,0.1518789706040702,0.2443619237387918,0.34426491647947394,0.26214336969627444
DINOv1-S-KNN,0.68634,0.6326234567901234,0.039609260002676304,0.7953896842105264,0.06349534643226473,0.42012750455373404,0.7052,0.2304,0.2061152704906758,0.5501,0.3864,0.07321428571428572,0.06968597522832479,0.09017982125551846,0.19913277782809527,0.34320089216708166,0.27018737877857046
CLIP-B-KNN,0.67132,0.43848765432098763,0.18265756724207147,0.5128983157894736,0.08831437435367115,0.38688524590163936,0.6886,0.37543333333333334,0.2889426005620075,0.5263,0.2444,0.08630952380952381,0.0843237833103966,0.17314525681059545,0.2618082601213658,0.3339883943703377,0.20213857459641818
ResNet-50-KNN,0.7403,0.4740740740740741,0.028101164191087918,0.44540315789473683,0.07259565667011375,0.19517304189435336,0.0538,0.24286666666666668,0.2547898367034133,0.5917,0.2638,0.07678571428571429,0.08770173902164394,0.08043501668999677,0.22417579929354225,0.25544679115902286,0.21602558308458078
