Model,imagenet-1k_Top1,imagenet-1k_Top5,imagenet-1k_ECE,imagenet-1k_ROC,imagenet-9_Top1,imagenet-9_Top5,imagenet-9_ECE,imagenet-9_ROC,imagenet-a_Top1,imagenet-a_Top5,imagenet-a_ECE,imagenet-a_ROC,imagenet-c_Top1,imagenet-c_Top5,imagenet-c_ECE,imagenet-c_ROC,imagenet-d_Top1,imagenet-d_Top5,imagenet-d_ECE,imagenet-d_ROC,imagenet-hard_Top1,imagenet-hard_Top5,imagenet-hard_ECE,imagenet-hard_ROC,imagenet-mini_Top1,imagenet-mini_Top5,imagenet-mini_ECE,imagenet-mini_ROC,imagenet-r_Top1,imagenet-r_Top5,imagenet-r_ECE,imagenet-r_ROC,imagenet-sketch_Top1,imagenet-sketch_Top5,imagenet-sketch_ECE,imagenet-sketch_ROC,imagenet-v2_Top1,imagenet-v2_Top5,imagenet-v2_ECE,imagenet-v2_ROC,tiny-imagenet_Top1,tiny-imagenet_Top5,tiny-imagenet_ECE,tiny-imagenet_ROC,normal_dataset_Top1,normal_dataset_Top5,normal_dataset_ECE,normal_dataset_ROC,plastic_dataset_Top1,plastic_dataset_Top5,plastic_dataset_ECE,plastic_dataset_ROC,objectnet_Top1,objectnet_Top5,objectnet_ECE,objectnet_ROC,PUG_ImageNet_Top1,PUG_ImageNet_Top5,PUG_ImageNet_ECE,PUG_ImageNet_ROC,Avg_Top1,Avg_Top5,Avg_ECE,Avg_ROC
DINOv2-S-KNN,0.76108,0.92304,0.03231175815135241,0.8565098198898249,0.6390432098765432,0.7108024691358025,0.07430770773049676,0.9428302858649039,0.3417636825906597,0.5557339756456577,0.15374794687637597,0.777013658861656,0.8284585263157894,0.9033071578947368,0.07687976826798523,0.9429597831371446,0.14746639089968977,0.3826266804550155,0.31047102963203244,0.5851290206894487,0.4544626593806922,0.5789617486338798,0.14121412087320087,0.8993453685333939,0.769,0.9274,0.03529587222784758,0.866435974082268,0.393,0.5401333333333334,0.11526349619850518,0.8470442681951541,0.40590304387981685,0.630037925681385,0.0986072047946073,0.8177316595946028,0.6412,0.8483,0.02605890238434078,0.8348379675510869,0.5386,0.7415,0.046748749481886655,0.8175663043633972,0.24732142857142858,0.46517857142857144,0.14571688760160692,0.7916657744888536,0.20355310897034906,0.41686475666207934,0.17522569516100187,0.7847108013318296,0.2263378916765371,0.37460966943038654,0.22806241605729685,0.7624676965371482,0.3538402318630559,0.5297527397880627,0.13329273673949785,0.8186497731542282,0.4634020116016374,0.635216601872594,0.11954695281186896,0.8229932104183295
DINOv2-S-IN1K-KNN,0.76286,0.92914,0.06366222315028307,0.8548972959233494,0.589320987654321,0.7133950617283951,0.08245114723795358,0.915249571955598,0.2713769570453633,0.49524956510103035,0.15536202982947417,0.7527401050128323,0.8249570526315789,0.902069052631579,0.07627078469103261,0.9397534136576843,0.12368148914167529,0.3578076525336091,0.28526712413626837,0.5449634254059041,0.4245901639344262,0.5765938069216757,0.07987100876026358,0.851875396628483,0.7692,0.9328,0.058047338616848014,0.8594696734143197,0.36946666666666667,0.5139333333333334,0.09572808981512983,0.8465136427384828,0.39706026842736153,0.6258916465247892,0.06951847820071481,0.8207581835071904,0.6369,0.8525,0.022504407269507646,0.8338862430029025,0.4456,0.6703,0.06300478830412032,0.8147620164844133,0.20684523809523808,0.412797619047619,0.13014589605099036,0.7832245873095145,0.18015763793319153,0.3812085574878018,0.1437228334631622,0.7966307840344541,0.18434370625605687,0.32297835684289866,0.18611652552648295,0.7622664322507018,0.3007313649125985,0.46757540077891496,0.127868677418014,0.8136925273402846,0.43247276884656516,0.6102826701954431,0.1093027568313497,0.8127122199110743
DINOv3-B-KNN,0.79214,0.94002,0.031938684062510776,0.8630460637740204,0.5604629629629629,0.7096913580246914,0.12751149127765754,0.8790619971199871,0.08965609527632812,0.20982202596012312,0.17842896259692037,0.7011302081390782,0.9255126315789474,0.9658501052631578,0.08050456280165594,0.9614038014483854,0.061840744570837644,0.14767321613236814,0.24594055809689283,0.5823069844808976,0.5170309653916211,0.6167577413479053,0.14025871088772413,0.8790504349574164,0.7958,0.9448,0.03607970865368839,0.871083472264649,0.3694,0.5140666666666667,0.052202174947535006,0.8431778653030026,0.38568256401186896,0.5954135471319931,0.04436264966978864,0.8309369222598612,0.5383,0.7683,0.06551510575450954,0.8252579103041845,0.5198,0.7232,0.050677123162895445,0.828165976758113,0.2675595238095238,0.4797619047619048,0.12369038008064742,0.81261720662129,0.08157137495308395,0.17039909921181035,0.09303634019887119,0.8861549930092605,0.10929255949176268,0.1983417680628836,0.144260753673988,0.7517820220864975,0.4081718141472693,0.5690041662892854,0.07038621345020209,0.849470397499043,0.4281480824129471,0.5702067732568527,0.09898622795436582,0.8243097504017124
DINOv3-L-KNN,0.8334,0.95238,0.015049780404418702,0.8738216294437141,0.7096913580246914,0.8087654320987654,0.03570998719238024,0.9371158814997287,0.5811588384852134,0.7603372139702931,0.07934313088807018,0.8189984397057731,0.9623972631578948,0.9879768421052632,0.04743246619888667,0.9560176812883611,0.2095139607032058,0.4359875904860393,0.28156029504512925,0.6108036653798887,0.5762295081967214,0.717304189435337,0.15306554859426075,0.8724684336853057,0.8402,0.9548,0.016807996962964533,0.8750026440453567,0.7171333333333333,0.8479333333333333,0.0267373212662836,0.878301209122283,0.6543260822574624,0.8374501365717542,0.06179538534766752,0.8416850731652193,0.7313,0.8935,0.03860101809725164,0.8559218557975812,0.7055,0.8361,0.04823966326937079,0.8169563182320814,0.3827380952380952,0.5541666666666667,0.11083085382179844,0.8306975124139349,0.36632053046415614,0.5439759789816089,0.10423531965209862,0.8084079777105282,0.3504899321632389,0.4863249703887154,0.2535976316233112,0.7701399053995689,0.5657322706276605,0.6997667783715243,0.04768945637651071,0.892335231161117,0.6124087448434449,0.7544512754939533,0.08804639031602686,0.8425782305366961
DINOv3-S-KNN,0.72574,0.90478,0.07434392998963595,0.857164053732558,0.6517901234567901,0.7199382716049383,0.07376118776066527,0.952641776056838,0.11601766358892011,0.28676568981667333,0.21774730775652362,0.6873580726479476,0.8886096842105263,0.9401901052631579,0.12068980053216921,0.9650831288823271,0.09120992761116856,0.28914167528438467,0.27299915801313823,0.5463990785208029,0.4830601092896175,0.5975409836065574,0.09745503440092168,0.9304351788961912,0.7422,0.9106,0.07417097290158274,0.86025505704112,0.4081666666666667,0.5840333333333333,0.04670170586705207,0.8387251941866973,0.4146868674959225,0.653520407160683,0.0369406262804566,0.8099999204866837,0.591,0.8078,0.03675834513381124,0.8281942668966858,0.4898,0.7014,0.04405084855929017,0.8194873378505197,0.1550595238095238,0.325,0.1406830221924576,0.7850828770369389,0.14963092706117853,0.33229075441010886,0.13960433614693218,0.7585641757159243,0.1790136750296113,0.31522558414988694,0.164223770403905,0.761124156052141,0.2566456842677294,0.4204782175527579,0.10699764287807624,0.8143155764397171,0.4228420568325103,0.5859136681454988,0.10980851258777452,0.8143219900295394
Hiera_B-KNN,0.84342,0.94624,0.023623881491124637,0.8623295229888055,0.5882098765432099,0.7102469135802469,0.16042477542948388,0.8660449087251645,0.23832463535394086,0.3831125384718319,0.3786975216107022,0.7335013768745835,0.766456,0.8993953684210526,0.03693282787857872,0.8562068848350437,0.16732161323681488,0.3646328852119959,0.4151153365699064,0.5740313119236704,0.48506375227686704,0.5934426229508196,0.22872099049172223,0.840145688250244,0.8546,0.9496,0.01874984704554082,0.8567253645696354,0.3895,0.4718,0.2808029925525189,0.8550058215526763,0.4031519581834974,0.5447542690954823,0.25807433739662067,0.8335840783054816,0.7333,0.8707,0.08197146534398195,0.8439150342808812,0.5129,0.6723,0.21809220619648692,0.7960879479816945,0.2005952380952381,0.3366071428571429,0.32795394529987654,0.7401503233603849,0.20117602902539722,0.32703615663705743,0.3365180007120657,0.7137410539315949,0.24345859804027134,0.3563583503822548,0.345375424331788,0.7742416160585318,0.4136740331491713,0.532707635177973,0.258201944873988,0.8159353247612331,0.4694101155936272,0.5972622588523905,0.22461703314829237,0.7974430838933084
Hiera_L-IN1K-KNN,0.86194,0.9497,0.02715053860545156,0.8556054774726647,0.600925925925926,0.7150925925925926,0.1655832830690031,0.857778351766515,0.34858825103706675,0.4993978321959053,0.32108057903969095,0.7573639278487581,0.7990749473684211,0.9217498947368421,0.03543957407816778,0.8570686443224649,0.21013443640124096,0.41137538779731125,0.4181110342662115,0.6294594165517213,0.4644808743169399,0.5967213114754099,0.2621242337553119,0.7991167133520074,0.8718,0.954,0.02126481339931483,0.8453059801676307,0.44583333333333336,0.5224666666666666,0.2589565297909081,0.8482984200688637,0.4586059855764507,0.5910314606299987,0.24538340383997534,0.834643346819729,0.763,0.8839,0.08192272624149916,0.8346435069208267,0.5897,0.73,0.1950505801796913,0.794518819720665,0.24970238095238095,0.37589285714285714,0.3492372991827628,0.7454625484429009,0.24158638808957839,0.37632928812711125,0.3635911087391449,0.7222238833281707,0.2819532680090449,0.3862926671691612,0.36335444769115977,0.7776867090020743,0.4630807897835341,0.5780839597862513,0.23058182593631088,0.8467622582044815,0.5100271053862612,0.6328022612213405,0.22258879852097355,0.8003958669326316
Hiera_S-IN1K-KNN,0.83308,0.94184,0.020500562783330713,0.8677882159569752,0.5838271604938272,0.7070987654320988,0.14748126790755325,0.8674415187624922,0.18172086176903518,0.32798073063026895,0.39419329136602055,0.714625784395069,0.7520313684210527,0.8903905263157895,0.032599703128333976,0.8532439491644834,0.1480868665977249,0.3451913133402275,0.40932128980925314,0.5672505191231261,0.45428051001821496,0.5671220400728597,0.2277560354961941,0.8308589312614628,0.8396,0.9476,0.020090044496953483,0.8707838253342346,0.3538,0.4411333333333333,0.27969631807953116,0.8543715200619835,0.37786162038947513,0.5201713533376565,0.24857964455339393,0.836777061632437,0.7171,0.8629,0.07794899204820394,0.8446190443727359,0.4955,0.6605,0.2252022017791867,0.7923494003014244,0.17648809523809525,0.3196428571428571,0.31851080240726115,0.7584534909445275,0.185287126235456,0.31765294632803703,0.3098728338751211,0.730795284496331,0.22246150533003123,0.33040809734036825,0.3346535168436534,0.7690526267033619,0.3794153609274522,0.505219183045014,0.2618319188888157,0.8067866078150001,0.4467026983613576,0.5789900764212341,0.22054922823085377,0.7976798520217095
ResNet-50-KNN,0.7403,0.88864,0.081488696218431,0.8806629320263808,0.4740740740740741,0.6509567901234568,0.06765529797297477,0.9225236652117568,0.028101164191087918,0.09594540345242875,0.22557081694996506,0.6671800318640467,0.44540315789473683,0.6737715789473684,0.052037101341497756,0.8769469201559946,0.07259565667011375,0.18386763185108584,0.19596652518168106,0.6429632044038823,0.19517304189435336,0.4994535519125683,0.10837460829416641,0.7545498815035054,0.0538,0.0852,0.013301228381693363,0.9694390946686374,0.24286666666666668,0.3403333333333333,0.09344408281060558,0.8885802429673006,0.2547898367034133,0.40152095737782234,0.07574379585977481,0.8742151155155968,0.5917,0.7722,0.044776299018412825,0.87624345945511,0.2638,0.4326,0.07497011168487369,0.8459090788321646,0.07678571428571429,0.17410714285714285,0.14066732978293048,0.7701864013714583,0.08770173902164394,0.18828975353434255,0.11088960389453434,0.8120736734529388,0.08043501668999677,0.15462474426617853,0.13079152260823257,0.7850658488755959,0.22417579929354225,0.3397903269631374,0.08136369893622587,0.8518816999527778,0.2554467911590229,0.39208674764125767,0.0998027145957333,0.8278947500171431
ResNet-50-IN1K-KNN,0.77518,0.89898,0.039355939866006405,0.8880411036088259,0.5404938271604939,0.6562037037037037,0.03776431841108901,0.9263150850240652,0.020741335474374414,0.07761273919443329,0.26168647364418013,0.6182030168651755,0.6052656842105263,0.7341250526315789,0.09173658443758206,0.9059222615906489,0.07362978283350569,0.21613236814891418,0.24268152693434855,0.6495490190175877,0.43387978142076505,0.5127504553734062,0.05470693194916396,0.8969582100092175,0.7864,0.9046,0.052649451170861755,0.8868279477712879,0.21566666666666667,0.2856,0.13587509139962495,0.8939144050378648,0.24221344494881017,0.35418263278901135,0.11262320489671974,0.8948665551542272,0.6251,0.783,0.025942470814287674,0.8879751178995142,0.2707,0.4247,0.13477898162566126,0.8323578823806991,0.09226190476190477,0.1842261904761905,0.1351896443359909,0.7836938127974616,0.08620042537220067,0.17552858751407482,0.13052664239490402,0.7846242470873068,0.1518789706040702,0.2336061160762356,0.13817939788497816,0.8456159090846186,0.2443619237387918,0.3454736889774477,0.08134209540533505,0.8822411525934216,0.34426491647947394,0.4524481023256664,0.11166925034471557,0.8384737150614613
Swin-B-KNN,0.83562,0.93672,0.027902878734618424,0.8544207702944979,0.5613271604938271,0.6925308641975308,0.15880408365256438,0.867772152149752,0.1773049645390071,0.30830991569650745,0.42257009091190456,0.7171862609101287,0.709750947368421,0.8656065263157895,0.05714546888895412,0.8368657336780642,0.12450879007238883,0.30837642192347464,0.45996150741933417,0.551820924503172,0.44280510018214936,0.5628415300546448,0.2443278743486804,0.8150935751554946,0.8486,0.941,0.021317422550916655,0.8475401710673668,0.3315,0.4093,0.3089089683545133,0.8437563944000656,0.3248049676747431,0.45306451295957867,0.29907005767035155,0.8260012599297202,0.7146,0.8534,0.09249748458638787,0.8429224497913279,0.4721,0.6317,0.26198562220782046,0.7858746507475536,0.2017857142857143,0.32589285714285715,0.34723450888081325,0.7188417704394422,0.17377705492305767,0.31515075691229827,0.388818215184034,0.6921801434564823,0.22649940777430816,0.3248627113168946,0.3444132930343934,0.7704721449428624,0.38071732632913685,0.4942034236029345,0.27692489379841645,0.8183192735269577,0.4350467622428502,0.561530634674834,0.2474588246815802,0.7859378449995259
Swin-B-IN1K-KNN,0.84414,0.95388,0.011758622809052498,0.8690685237722751,0.6176234567901234,0.7457716049382717,0.11132300153719607,0.8802120735282575,0.2887729158303225,0.4765154556403051,0.30986696242823525,0.7488616162311886,0.8209155789473684,0.9384837894736842,0.016067022261704277,0.87241033784557,0.19855222337125128,0.4188210961737332,0.37767863324934836,0.5957985215053763,0.5026411657559199,0.6070127504553734,0.19103969333113216,0.8593223210962153,0.8542,0.9584,0.01754898286461825,0.8674035083324259,0.4215333333333333,0.5245,0.21689924990783135,0.860716429886183,0.4391911808052821,0.6026056711666569,0.18851715342619108,0.8416088083240697,0.7299,0.8829,0.06317061468213798,0.8497976296652039,0.5563,0.7233,0.17243807105347514,0.8113316391329736,0.21369047619047618,0.35833333333333334,0.30035376602650754,0.7571783425656684,0.20030026272988866,0.348304766670837,0.2878307045330083,0.7361737208206073,0.25336491870356415,0.37520189512221386,0.3181255824528566,0.7796477666115744,0.4171950004528575,0.5387646046553755,0.22129624395345887,0.8219808577841976,0.4905547008606925,0.6301863311753189,0.18692762030111693,0.8101008064734524
